university,prof_title,first_lesson,second_lesson,total_grant,full_kz,full_ru,full_en,shortened_kz,shortened_ru
East Kazakhstan State University named after S. Amanzholov,Story,The World History,Geography,200,105,35,0,45,15
Kazakhstan Engineering and Pedagogical University of Friendship of Peoples,Story,The World History,Geography,200,105,35,0,45,15
International University of Humanities and Technology,Story,The World History,Geography,200,105,35,0,45,15
Regional Social Innovation University,Story,The World History,Geography,200,105,35,0,45,15
Regional Social Innovation University,Story,The World History,Geography,93,70,23,0,0,0
Miras University,Story,The World History,Geography,200,105,35,0,45,15
Shymkent University,Story,The World History,Geography,200,105,35,0,45,15
South Kazakhstan State Pedagogical Institute,Story,The World History,Geography,200,105,35,0,45,15
South Kazakhstan State University named after M.O. Auezov,Story,The World History,Geography,200,105,35,0,45,15
South Kazakhstan State University named after M.O. Auezov,Story,The World History,Geography,93,70,23,0,0,0
Kazakh National Research Technical University named after K.I.Satpayev,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
Al-Farabi Kazakh National University,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
International Education Corporation,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
Kazakh Agrotechnical University named after S. Seifullin,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
Atyrau University of Oil and Gas,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
Karaganda State Technical University,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
Shakarim Semey State University,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
East Kazakhstan State Technical University named after D. Serikbayev,Surveying and cartography,Maths,Geography,250,169,56,0,19,6
Kazakh National Research Technical University named after K.I.Satpayev,Technical Physics,Maths,Physics,160,120,40,0,0,0
Al-Farabi Kazakh National University,Technical Physics,Maths,Physics,160,120,40,0,0,0
Karaganda State University named after E. A. Buketov,Technical Physics,Maths,Physics,160,120,40,0,0,0
Shakarim Semey State University,Technical Physics,Maths,Physics,160,120,40,0,0,0
East Kazakhstan State Technical University named after D. Serikbayev,Technical Physics,Maths,Physics,160,120,40,0,0,0
Caspian State University of Technology and Engineering named after S. Yesenov,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Almaty Technological University,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Kazakh National Agrarian University,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Kazakh National Research Technical University named after K.I.Satpayev,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Kazakhstan Engineering and Technology University,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Kazakh Agrotechnical University named after S. Seifullin,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Atyrau University of Oil and Gas,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Zhezkazgan University named after O. A. Baikonurov,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Karaganda State Technical University,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Temirtau,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Kostanay State University named after A. Baitursynov,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Kyzylorda State University named after Korkyt Ata,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Innovative Eurasian University,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Pavlodar State University named after S. Toraigyrov,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Rudny Industrial Institute,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Shakarim Semey State University,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Taraz State University named after M. Dulati,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
West Kazakhstan Innovation and Technology University,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
East Kazakhstan State Technical University named after D. Serikbayev,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
South Kazakhstan State University named after M.O. Auezov,Technological machines and equipment (by industry),Maths,Physics,690,480,60,0,38,12
Almaty Technological University,Technology and design of light industry products,Maths,Physics,500,356,119,0,19,6
Kazakh University of Technology and Business,Technology and design of light industry products,Maths,Physics,500,356,119,0,19,6
University Bolashak,Technology and design of light industry products,Maths,Physics,500,356,119,0,19,6
Rudny Industrial Institute,Technology and design of light industry products,Maths,Physics,500,356,119,0,19,6
Shakarim Semey State University,Technology and design of light industry products,Maths,Physics,500,356,119,0,19,6
Taraz State University named after M. Dulati,Technology and design of light industry products,Maths,Physics,500,356,119,0,19,6
South Kazakhstan State University named after M.O. Auezov,Technology and design of light industry products,Maths,Physics,500,356,119,0,19,6
Almaty Technological University,Technology and design of textile materials,Maths,Physics,200,150,15,0,0,0
Taraz State University named after M. Dulati,Technology and design of textile materials,Maths,Physics,200,150,15,0,0,0
South Kazakhstan State University named after M.O. Auezov,Technology and design of textile materials,Maths,Physics,200,150,15,0,0,0
Kazakh National Research Technical University named after K.I.Satpayev,Technology for processing materials by pressure,Maths,Physics,80,60,20,0,0,0
Almaty Technological University,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Kazakh National Agrarian University,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Kazakhstan Engineering and Technology University,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Kazakh Agrotechnical University named after S. Seifullin,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Kazakh University of Technology and Business,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Kokshetau State University named after Sh. Ualikhanov,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Kostanay State University named after A. Baitursynov,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Kostanay Engineering and Economic University named after M. Dulatov,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Shakarim Semey State University,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Taraz State University named after M. Dulati,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
West Kazakhstan Agrarian and Technical University named after Zhangir Khan,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
East Kazakhstan State Technical University named after D. Serikbayev,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
East Kazakhstan State University named after S. Amanzholov,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
South Kazakhstan State University named after M.O. Auezov,Technology of processing industries (by industry),Biology,Chemistry,300,210,70,0,15,5
Eurasian Technical University,Technology of woodworking and wood products (by application),Maths,Physics,100,75,25,0,0,0
Kazakh National Research Technical University named after K.I.Satpayev,Technology of woodworking and wood products (by application),Maths,Physics,100,75,25,0,0,0
International Education Corporation,Technology of woodworking and wood products (by application),Maths,Physics,100,75,25,0,0,0
East Kazakhstan State Technical University named after D. Serikbayev,Technology of woodworking and wood products (by application),Maths,Physics,100,75,25,0,0,0
Aktobe State Regional University named after K.Zhubanov,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Aktobe University S. Baisheva,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Kazakh-Russian International University,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Almaty Technological University,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Eurasian Technical University,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Kazakh Academy of Sports and Tourism,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Kazakh State Women's Pedagogical University,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Kazakh National Pedagogical University named after Abay,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Al-Farabi Kazakh National University,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Kazakh University of International Relations and World Languages ​​named after Abylay Khan,Tourism,Geography,Foreign Language,539,292,97,0,113,37
Kazakhstan Engineering and Technology University,Tourism,Geography,Foreign Language,539,292,97,0,113,37
International Education Corporation,Tourism,Geography,Foreign Language,539,292,97,0,113,37
University of Narxoz,Tourism,Geography,Foreign Language,539,292,97,0,113,37
University of Turan,Tourism,Geography,Foreign Language,539,292,97,0,113,37
University of FRudnyign Languages ​​and Business Careers,Tourism,Geography,Foreign Language,539,292,97,0,113,37
